,AAPL,ABNB,ADBE,AMD,AMZN,AVGO,BA,BAC,BK,CAT,COST,CRM,CSCO,CVX,DIS,F,GE,GM,GOOG,GS,HD,IBM,INTC,JPM,KO,LMT,LOW,LYFT,MCD,META,MRK,MS,MSFT,NFLX,NKE,NVDA,ORCL,PEP,PFE,PYPL,QCOM,SBUX,SPY,TGT,TSLA,UBER,UNH,UPS,WMT,XOM,Market,SMB,HML,RMW,CMA,RF
2020-12-11,-0.006734659172787816,-0.03773067832595134,-0.0020131093692363766,-0.0001091221452198532,0.004813852496939441,-0.010291569615334062,-0.01748919068728927,-0.018550397360648785,-0.027079199968579437,0.0024600322349050963,0.006196852606033643,-0.0022429128519516617,0.0,-0.009640832541453759,0.13594947275576663,-0.010964935250362906,-0.014134406738170346,-0.02216013752049384,0.003627408277834032,-0.018043893965687063,-0.000981870221306802,-0.005521713390115646,-0.010545336914044023,-0.0059033020763893385,0.005654831927593307,0.017783197086026048,-0.014979374870139117,-0.025774301865213345,-0.0013455558631367825,-0.012882475165167273,-0.0003614618399978564,-0.017380560315839566,0.013015295476259015,0.0042506821448053955,-0.0012353536601066306,0.0031605147827604707,0.018997982121054857,0.002073853041746565,-0.014618069773301046,-0.005944116512155206,-0.07364346413914791,-0.022677638816904988,-0.0011723388199744722,-0.004002167599271966,-0.027237767375868138,-0.03164668729153397,-0.007596149890755299,0.025328782746080858,-0.0002721490100381363,-0.004771630301893981,-1.8e-05,-5.6999999999998993e-05,-7.3e-05,-5.7999999999999994e-05,-5.6e-05,0.0
2020-12-14,-0.005146755028098249,-0.06642728904847395,0.02208402783036889,0.03415163340214633,0.013011701561464806,0.014735608825874325,-0.0074241596851176705,-0.012250618463198082,-0.010189139987790363,-0.0069161802706205755,-0.0019196067587310406,-0.00517042106969845,-0.0018051191373616993,-0.032558288121427026,-0.03653549292189373,-0.01219485515482932,-0.029569924941280523,-0.007156537732726842,-0.012184471548082443,-0.009167180158972332,0.003893489482047263,-0.005954803647713169,0.014880546051917687,-0.010538915932366777,-0.0014993817055485303,-0.011196736516321804,0.01438333220109489,-0.002133528406228935,0.02002290839843157,0.0023396038446075185,-0.024176833325989855,-0.022741677846244812,0.004407815057887232,0.03815432687897835,-0.008223817087712249,0.022707750856243214,0.0024747474815813852,-0.0051043647015466265,-0.04644949315962921,0.03143978257079749,0.013930946087621354,0.0031067565821067955,-0.004477235758658105,-0.004193244334306234,0.048918853305726984,-0.022230704159179604,-0.0027886120118357782,-0.010570105349076764,-0.00918375900515167,-0.03607309629221378,-2.6e-05,2.1e-05,-0.000151,-3.9e-05,-8.3e-05,0.0
2020-12-15,0.050090312941130755,-0.03999997652493992,-0.00777105932105826,0.024688795077261405,0.0025815971159888207,0.015201320553581477,0.003849203488791142,0.01488314521993428,0.009038265074508445,0.020724604959742488,-0.006677626956135163,-0.005061745689437069,0.010849798581242798,-0.0007826978928557882,0.027406994668804474,0.02693580868719314,0.025854136017021245,0.0009612667175529221,0.004380523093083344,0.019512919862750167,0.009036854722100696,0.019428542096935786,0.0039627531138843874,0.017075429814078946,0.010700125151361872,-0.00025167952767657376,0.0202386898197513,0.05409447839500503,0.013873132261186694,0.004959913511410008,0.001991713231563219,0.033451923657206395,-0.00032687846728374215,-0.005053404081671986,0.022821030093205685,0.0038883012004151674,0.018104089352299457,0.0037437668688604653,-0.012751838747456334,0.0036687327518369894,0.014150188316807144,0.0083236523774739,0.013519304880951877,0.0024561457110801044,-0.010284031966116491,-0.008938964101370406,0.010531601601291962,0.003301035577064848,-0.0004804486093228366,0.019422250802834773,0.000129,0.000113999999999999,3.8e-05,4.4999999999999996e-05,5.4000000000000005e-05,0.0
2020-12-16,-0.0005472985118689655,0.10568911954221671,0.015042224075297872,-0.0027801098108024558,0.023961224378619583,0.0163616356643681,-0.015817014739923696,0.0027931147305935156,0.0064692698667929704,-0.012325204976615933,-0.0065611505992762,0.0157619814525225,0.0,-0.007608854254321562,-0.004714259893162098,-0.012021868957823312,-0.0162016316537843,-0.005761207282553249,-0.002698318542643574,0.005527467973269085,0.006007788283410864,-0.00301746227782429,0.008880730638295864,0.0029087598869044218,-0.01448726101693465,-0.008390058711611026,-0.0007961470515911451,0.012373237723967367,-0.004933315734913624,0.00043550572809913923,-0.008076073778505166,0.004378292954023033,0.024050838313058653,0.009715669357973855,-0.0075332258826331655,-0.008831934058557311,0.014872325106004114,0.0008289066769506803,-0.02247464859944881,0.03880861461536789,0.009301530690790205,-0.00873506825501491,0.001569322089456593,0.0016336572044508557,-0.016549539644792777,-0.009999967088886286,-0.000971613636979507,0.017706778715645966,-0.0010304362791649924,0.015334684964877443,1.6e-05,-5.6e-05,-3.9e-05,2.9999999999999997e-06,-1.7e-05,0.0
2020-12-17,0.006963450180244468,0.06565691135538487,0.011145114356200247,-0.00010327451097624785,-0.0015057469987226346,0.002823880424561276,-0.020498471351280023,0.0038303320422929943,-0.0009885551272132975,-0.0018385772124186461,0.0023005451806878963,0.010285351440922241,0.002236117466384302,-0.0031568415753226997,0.002483815773258513,0.004424593275071498,-0.00457450099823653,0.014727453761873788,-0.008564974579230777,0.0027075163996475027,0.01624694346516553,0.0,-0.009193653871123586,-0.008287051908039467,0.003957753434685296,-0.005555777731367728,0.0020833908248840682,-0.008815841075018538,0.0021047599062478106,-0.004316597127560051,-0.00012548824789060387,0.006850462735819685,0.000638466520031189,0.015376391979592618,0.015613490512525363,0.007457086384182299,0.013220751428240307,0.005659309877150465,0.005021243976077061,0.023066862296028168,-0.0014022775093117668,-0.0005808493033818696,0.005591872675559495,-0.0026209429145399588,0.053197818564255206,0.0027728141214966584,0.006866450963162851,0.025626947263321487,0.004607003615763716,-0.005034254505249303,7.8e-05,5e-05,-6.9999999999999e-05,-5.7999999999999994e-05,-1.9e-05,0.0
2020-12-18,-0.015850671457890764,0.06970418080435037,0.015322244589623057,-0.009500187977447783,-0.01063939440891426,0.028544484987267804,-0.0067347923348795025,-0.005549936400991107,0.009403524114425688,0.009990501508699845,-0.008884938282976207,0.006683753804392456,0.013833313417561444,-0.013799527749115303,-0.0038030649499779523,-0.01431689454324725,-0.005519727522877549,-0.024268524828144344,-0.009663087054944564,-0.009409734785825075,-0.012848240274347722,0.002389268906074271,-0.06298168592709175,-0.004930071760646415,0.008822937957352561,0.009727479832637886,-0.00207905933174779,0.010309244167145293,0.0038739997662475822,0.00699480618063375,-0.0036328065335338167,-0.0075769519177398825,-0.00378262388993722,0.002908590291498925,-0.022917904821971535,-0.005190864056321964,0.022795151964134286,0.00837292498895792,-0.00920335472064282,0.003991353863308067,-0.014110883207046565,0.0006782306172725683,-0.003992837060231125,-0.004788920769298599,0.059612778969587055,-0.0001975535457131583,-0.009629318105397244,0.00395461884603554,-0.0010267688455511959,-0.017249657863304457,-1.4e-05,-1.9e-05,-0.000116999999999999,-3.8e-05,-7.3e-05,0.0
2020-12-21,0.01239514164108213,0.03636364341850018,-0.009066502530905018,-0.028044149951648167,0.0014149045573290664,-0.01307054079572334,-0.0020022864227815518,0.03732127125092255,0.015445005895562192,-0.00442100529630185,-0.005531264820523907,-0.004220990351168408,-0.012324093824973348,-0.01261636526952592,-0.012724856659948713,-0.0022346833957441747,-0.0037003151087496855,0.004876860830675511,0.004829618748665165,0.06133074671611105,0.0019965850938767904,-0.019547084300491124,-0.02317703739636623,0.03753758264885221,-0.017305414334172764,-0.01876246150608507,0.006924419651113123,-0.0014005541309591862,-0.015854661914440515,-0.013060461099240528,-0.0030183649407768964,0.056871362452872276,0.01829905511468466,-0.010365812660783624,0.049096913401023956,0.0045397380382143915,-0.00891465644496936,-0.010412844881526051,-0.007961893784533824,0.005371130228385201,-0.004205484767365708,-0.0032918767029015417,-0.003575459996441932,0.007863098534231616,-0.06494968189377415,0.02331095081142953,-0.006797185863880784,-0.014784789655101549,0.00013704881942477876,-0.018254012986088086,-2.3999999999999997e-05,2.3999999999999997e-05,-5.999999999999999e-06,-0.0001,3e-05,0.0
2020-12-22,0.02846447844419875,0.0010428055728743946,0.011597340655739474,-0.0007508279770861437,0.00010603453584812073,0.009839397057741728,-0.0024166649272578944,-0.017821073125885434,-0.02752321127178381,-0.01987111471070835,-0.008055350568853203,0.0207533260546231,-0.0042335655824359275,-0.020094761775376502,-0.0014059881957747544,-0.015677396480652583,-0.01485594238785981,-0.007522376397817276,-0.009123959853904906,-0.026811673957997995,-0.003505664873320602,0.0017830891711638763,-0.004098622897294013,-0.015216490039798414,-0.0009468950398164866,-0.004093295836259392,0.0017036822135678698,-0.008014456563851247,0.0011810687670339437,-0.020895534494107526,0.0016397399013696745,-0.017543845684469983,0.006065038473469286,-0.0029872215464226137,-0.010901414315636626,-0.004050449784565702,0.010390610224260133,-0.009491152123335511,-0.017121297252803314,0.024272280649020983,-0.0031335736561716176,-0.005148512551930717,-0.0016853657480960793,0.003434885981137503,-0.01464926902636221,0.038223929949785074,-0.003183397548368161,0.011413995145006517,-0.012125690027645186,-0.01692517683751238,5e-06,8.5e-05,-0.00016299999999999998,-8.4e-05,-1e-05,0.0
2020-12-23,-0.006975923516640892,-0.031742189209355565,-0.01439992378020638,-0.017282101192170662,-0.006627122071927394,-0.01764011367920959,0.00415944632592935,0.028757139956257616,0.017378331842337724,0.010420324027831773,-0.0003868263502969649,-0.016178681958929686,-0.006936329263205976,0.015765657440588,0.018187212617795767,0.022753172152280454,0.023562526210737733,0.03789724717075438,0.00515232968915913,0.025431166805961913,-0.0008514805620091215,0.002345851502724372,0.008663734063440787,0.02794454323270612,0.0060651828786553175,0.010577447525354167,-0.013243558584526638,0.011310874414783845,0.00047183791116722773,0.0038189949204330276,0.004281194085361095,0.02355931049885851,-0.013039032665965178,-0.02436803909824037,-0.004843912062595934,-0.020258555619449115,0.002302545677834722,0.0027077744028973783,0.01905293186906043,-0.016633149204515862,0.004236753265559612,-0.0034178931077338826,0.0008985868933257812,0.014853728491525997,0.008807772074100217,-0.0013015934624968084,0.007701060910753732,-0.010998820042958157,-0.006795954535755544,0.01285159561284277,1.1000000000000001e-05,8.7e-05,0.00020299999999999997,2.7000000000000002e-05,4.0999999999999e-05,0.0
2020-12-24,0.007712442262610919,-0.020062010500279892,0.005936651843819751,0.002839918057555346,-0.003949415822362745,0.014102380997705444,-0.011561784863648117,-0.0029950918566934437,0.0014643031156054143,0.006389363730575415,0.0074332243208017346,-0.007254890829290983,0.0036049562439872673,-0.0042015858244599524,0.0010370686342533464,-0.014460636638510826,-0.019336907435783646,-0.02049444971868819,0.0037347339665383394,-0.001130902841455339,0.004113918269203154,0.006376221130004245,0.010736489548839545,-0.004397460860372737,0.006782498287585481,0.0010522500346037411,0.002093577406082847,-0.024166149228032396,-0.0029712737342499906,-0.0026481795370362216,0.004764514751349758,-0.001759419603270751,0.007827055641770553,-0.0009913407828477938,-0.0011287083530890918,-0.0011914341420755648,-0.005206770635461377,0.004501283936922507,-0.0045407595806953305,-0.0033411370699119036,0.012452075933807372,-0.0004895984180248725,0.003890588223888658,0.0016006663262202458,0.02444349518922251,-0.01545332397142729,0.009478836597116347,-0.002606391433730426,0.0019549139942183213,-0.0040700189868665415,2.3e-05,-4.4000000000000006e-05,-1.9e-05,2.3999999999999997e-05,-8e-06,0.0
