Date,AAPL,ABBV,ABT,ADBE,AMZN,AVGO,AXP,BA,BAC,BLK,C,CAT,COP,COST,CRM,CVX,DE,DIS,EOG,GE,GOOGL,GS,HD,HON,JNJ,JPM,KO,LLY,MA,MCD,META,MRK,MS,MSFT,NKE,NVDA,PEP,PFE,PG,SBUX,SLB,TMO,TSLA,UNH,V,WFC,XOM
2019-01-03,-0.09960757382417718,-0.0329485106857248,-0.04719411619616787,-0.03949775164397018,-0.025241497784936007,-0.08895104446351265,-0.019519856503926625,-0.039868996920746747,-0.01602595737845125,-0.02937667182403969,-0.018120726207271898,-0.038534596102472674,-0.01893348040080023,-0.02119528965395079,-0.037993245539067466,-0.019152703741013966,-0.027346505181856662,-0.024226939868917885,-0.0070631037959643095,0.0012422434974659335,-0.027695516877079607,-0.014648591245506104,-0.02204026983340479,-0.013350322682378568,-0.01589050668451808,-0.014211511183841452,-0.006179245810835621,-0.031075928650620255,-0.045114393714775325,-0.006588767400806161,-0.02903904918220146,-0.020505131640684793,-0.017821844134897513,-0.03678796942036833,-0.017688367280419892,-0.060416772268384156,-0.009334106154763155,-0.027977155415727095,-0.007011531610967792,-0.04337686187309331,0.010752531829105294,-0.033041578604687816,-0.03147171266518334,-0.027270261880896984,-0.03603663003442237,-0.007882309368458018,-0.015353637565120093
2019-01-04,0.04268969923528121,0.032216910219378114,0.028541233442195724,0.048632385913668585,0.05006399867375011,0.00982848135532377,0.045060631171726095,0.052042426325842994,0.041531133625869465,0.03661558031944656,0.048896725779406625,0.054645529021787764,0.025249253771563396,0.02903870574463019,0.057975495850447034,0.02072403780433918,0.05296763408751848,0.030847428166322466,0.04390354645307992,0.021092039964379694,0.05129343192022073,0.03268232781181202,0.029713230934055757,0.03498091116233781,0.016783224428956744,0.03686472774140892,0.01993970292910019,0.030095956495282294,0.0473559621382138,0.01932541413398159,0.04713841833653554,0.030118699946757088,0.04082683211947402,0.04650906185131576,0.026116736860718026,0.06406762068824823,0.02050636932602501,0.02283546450324825,0.02041041926277276,0.03315453089195808,0.039627811869778595,0.04519964158713319,0.0576973909120706,0.011695341564761152,0.04308122668216208,0.029632751416870162,0.03686970062706374
2019-01-07,-0.002225871633753429,0.014595613133556506,0.014975392333832938,0.013572624927244537,0.03435341415874271,0.020366210118269557,0.005427961847389584,0.0031490018974669187,-0.0007816112997349745,0.0027819528568535645,0.008706600862375735,0.0006245597997802665,-0.004392131204892014,0.0036852776032170187,0.03087838358911088,0.012994202703158209,0.016350480584441662,0.008667100410877593,0.006281974991781292,0.06196836779001158,-0.0019942225444832262,0.005541577580803647,0.01969794864354535,0.0055714423774193556,-0.006414564013008439,0.0006955115407358825,-0.013033488087336398,0.005407270607882486,0.007694384268619459,0.010881865782668143,0.0007248505892958335,-0.011013565531767244,0.009927120266891576,0.0012754792867013531,0.014333825773073183,0.052940729117877616,-0.008599039434121103,0.0053490712101225135,-0.004000433331035391,0.0,0.027628765623511686,0.01348288692731936,0.05436123871697496,0.001919299309003808,0.018032163712194516,-0.006465162970590743,0.005200243328779219
2019-01-08,0.019063113469379278,0.004647379800267748,-0.012006294089655367,0.014917553218572133,0.01661235994563981,-0.00802567071442195,0.004889496760983603,0.037853278666085455,-0.0019565294284097368,0.012725539045931322,-0.002697481759555198,0.012009570837226091,0.01339207792767283,0.0074877666131718534,0.024609839252015542,-0.004364937097196209,0.017903285325012952,0.007778515619701665,0.01068671732476556,-0.020594897769260156,0.008783167560279859,-0.003692901370770163,0.004801618473394775,-0.0020684327950170056,0.023226465700322496,-0.0018857607697603251,0.011288642887048672,0.009194853791640645,0.007281345921568594,0.0021086325319779053,0.03245207612747292,0.007424034512892197,-0.0062333703821716435,0.007250520379634917,0.013338362553810823,-0.024895389296136772,0.009586492308871541,0.004626127910181577,0.0036907907226932934,0.0007865872900649773,0.012446858541288464,0.023270291305760304,0.0011642764023440666,0.013370728256628217,0.005438767732341088,-0.0020988597857454216,0.007270664931758208
2019-01-09,0.01698153961090676,-0.03282308126571476,0.016691327506473508,0.011818807317188984,0.0017143547179709895,0.043249813556573535,0.0018250099128296338,0.00969069694753144,0.009800318499497696,0.005729761232383446,0.016588418469067667,0.0038529702973011393,0.033115601168436815,0.006473423228924302,0.0018529188153635356,0.013420219557346735,-0.016505429083289336,0.0112187596473039,0.038421195695962806,-0.0070093861187614515,-0.0034274635770908946,0.006272516509290504,0.010343095037404826,0.004663550889033141,-0.007925593199238912,-0.0016901727246831921,-0.019165761432209605,0.0074782206293853015,0.01815083179571708,-0.0017166799997335724,0.011927141320795753,-0.007632530750498301,0.00699600857445315,0.014299807259294361,-0.0018245314677484137,0.019666788374806954,-0.027943616480698652,-0.0020720056231315898,-0.016331438733805603,0.004086704165335853,0.014015332480577625,0.027871965521378383,0.009482625353500751,0.00143859673307567,0.011768759556861408,0.005468941708490771,0.005274781605507872
2019-01-10,0.003196169704531737,0.00444145516697958,-0.005184590559653035,0.009939309643959282,-0.0019284287379283116,0.0131557071227566,-0.005767600319808497,0.02553586402307695,-0.0011648386146633216,-0.001724081224432017,0.001064239493263619,0.020649425425773416,0.02242298874366533,0.003525386864356994,0.00719222188917068,0.0015890856162470435,0.031037662486667505,0.0011540486683667694,-0.0007056629142592197,0.05176461954706002,-0.002606977358178164,-0.002663511691219478,-0.003727700220707675,0.01495739669438012,0.006049724829472858,-9.969815397903314e-05,0.010736484410119207,-0.010835111794998187,0.0060273854212919975,0.006988669130463476,-0.00020778462102144513,-0.012332511065809015,-0.0019165645563282707,-0.006425636166680682,-0.0022194352111971627,0.01858593791575447,0.006140062828386528,-0.02376561104993702,0.0024188689404087693,0.004852841096208982,0.009941675906634195,0.01044897123798827,0.019023398389568458,0.005048433554265097,0.001878952925931987,-0.0010458686299866793,-0.005108976524408226
2019-01-11,-0.009818085519755937,0.001246983487285025,0.003619286735261129,-0.0009252690278417353,-0.009455231305329326,0.004207935653715911,0.00295133077909826,0.0008224595405841306,0.011659950082620218,-0.0039798985498566974,0.004429573822210431,-0.006468203691729291,-0.022814295982788946,-0.0006171317304604074,0.0034685031682757383,-0.008020893484166125,-0.0052790937467668275,-0.0013300007677364833,-0.022699936749939975,0.0,-0.01331079158199977,0.0052843086422385,0.001954421525740102,-0.002831273006768553,0.0003083895563702477,-0.004781035245206233,0.005736017364644352,0.0020700118078698093,-0.0053314485322289995,0.004517071585536936,-0.002773947549670752,0.005639195046705625,0.0019202448295079222,-0.007722189449127392,-0.0049727627352874615,0.02478828968899527,9.245162969984122e-05,0.013472081010929449,0.00658108755094422,-0.0071660975121774495,0.0021609835785980636,0.00477260196252649,0.0066383165769237085,0.011434724414302044,-0.004399031968024381,0.0025130036372653652,-0.00457993723743555
2019-01-14,-0.0150368571392141,-0.02842710526796377,-0.010723371261710746,-0.012586846789105821,-0.014232985793521946,0.0011972556655290845,-0.0011160388143662825,-0.007197593136816005,0.013061499652506026,-0.0037446075321436734,0.039513218153762075,-0.002270804963690365,-0.01174852736481391,-0.007173092293307426,-0.010166076960842374,-0.007286605083705822,-0.005496642551968578,-0.0020417066001960915,0.016930270230546052,-0.0044740237992764165,-0.012175040095416034,0.010116772673994356,-0.0033440458085588487,0.001819942423342269,-0.011329374823600413,0.010309039852803403,-0.0040133985150825335,-0.012911082777831817,-0.002399036051043857,-0.00630605628116343,0.01105683043435235,-0.020427450633386912,0.0177291880418462,-0.007295496273407309,0.0006578846124252191,0.010817766603569368,-0.007766003881737427,-0.01189379166474791,-0.006755631396742845,-0.005649014257530172,-0.010062288237067896,-0.02066660533547704,-0.0370328047095243,0.0015746864047814224,-0.006953338349766747,0.011489085470382854,-0.001255061799072088
2019-01-15,0.020466557748201497,0.008730971879760796,0.03222482307224772,0.033253765062004614,0.035462313843586335,0.02240200696190109,-0.004571238626067564,0.005366066259829827,0.006826074591842035,0.01082157476315393,0.04157463825433738,-0.008421910278639144,0.006401461668438024,0.009712814476833032,0.021499389193104568,0.0035805631348919675,-0.0022868486068191585,-0.005870723812196443,0.0008118918199895298,-0.01910132326616587,0.033285478951016856,0.006658609206868782,-0.013086712939999856,0.0011627315396729454,0.008418974824525582,0.0073310793335723545,0.008907599011952483,0.02101501162097552,0.005577517235140217,-0.0011034842977394321,0.024486111203509076,0.015401394192902984,0.00941633337576242,0.02900531980601384,0.023524261739529262,-0.003788978090114248,0.015560846325535005,0.008496544597773159,0.009434691957222574,0.011204245733898333,0.009680400924151566,0.0018294821437214726,0.02999402727229117,0.035515322880210975,0.001750360373467874,-0.015489258748484724,0.0005586782485182962
2019-01-16,0.012216362255336621,0.0005845637660049086,-0.009223490791886113,-0.0016917134059946104,0.005505997778829874,-0.01867480457026993,0.014491406689708386,-0.0005109883447222963,0.07156297260150946,0.03077052343662512,0.013196363910981779,0.007422231356587927,-0.00560372413568877,-0.004027782780371969,-0.004356864120306669,-0.0064214454494085915,0.0022920902702603385,-0.007605634416285922,0.0030496739095267067,0.028636957214590808,0.0027610827836661578,0.09543681837208018,0.003230005936687874,0.0018147302535138632,-0.010203959286974151,0.008064455509558144,-0.013663914563537771,-0.002476677434912422,0.006360450462513434,-0.009225929086933649,-0.00946640719538061,0.0014769181148508448,0.03754659324278786,0.0035231842404361835,-0.0025677560248624776,-0.006872704053493939,-0.005963818973181767,-0.014509598364708887,-0.0069558051649887265,-0.004837971327420254,-0.011265422893766197,-0.0035672858934444607,0.004703414429845676,0.017869396441149155,0.0,0.02664159062833127,-0.000418793149124963
