Date,Mkt-RF,SMB,HML,RMW,CMA,RF,Market
2020-03-03,-0.0279999999999999,0.0068,-0.0063,-0.004,0.0025,0.0001,-0.0278999999999999
2020-03-04,0.0403,-0.0124,-0.0116999999999999,0.0007,0.0022,0.0001,0.040400000000000005
2020-03-05,-0.0338,-0.0015,-0.0139999999999999,-0.0085,0.0011,0.0001,-0.033699999999999994
2020-03-06,-0.0178,-0.0021,-0.0148,0.0070999999999999,0.0037,0.0001,-0.0177
2020-03-09,-0.0779,-0.0137,-0.0475,0.0008,0.0052,0.0001,-0.0778
2020-03-10,0.0474,-0.0237999999999999,0.0078,0.005,0.0012,0.0001,0.0475
2020-03-11,-0.0506,-0.0104,-0.0081,0.0004,0.0015,0.0001,-0.050499999999999996
2020-03-12,-0.0963,-0.0109,-0.0113999999999999,-0.0033,-0.0024,0.0001,-0.0962
2020-03-13,0.0898,-0.0203,0.0294,0.0112,0.0078,0.0001,0.08990000000000001
2020-03-16,-0.1201,-0.0081,-0.0075,0.0053,0.0113999999999999,0.0001,-0.12
2020-03-17,0.0588,0.0046999999999999,-0.0067,-0.0046999999999999,-0.0002,0.0001,0.0589
2020-03-18,-0.0556,-0.0458,-0.0474,0.0011,0.0018,0.0001,-0.055499999999999994
2020-03-19,0.0131,0.0571,0.0095,-0.0141,-0.0163999999999999,0.0001,0.0132
2020-03-20,-0.0415,0.0021,-0.009,-0.0098999999999999,-0.0113999999999999,0.0001,-0.0414
2020-03-23,-0.0256,0.0166,-0.0326,0.0034,-0.0118,0.0001,-0.025500000000000002
2020-03-24,0.0934,-0.0024,0.0237999999999999,0.0053,0.0024,0.0001,0.0935
2020-03-25,0.0116999999999999,-0.0018,0.0187,-0.0007,0.0008,0.0001,0.011799999999999899
2020-03-26,0.0603,-0.005,0.0108,-0.0065,-0.0002,0.0001,0.0604
2020-03-27,-0.0348,-0.0111,-0.0076,-0.0111,0.008,0.0001,-0.034699999999999995
2020-03-30,0.0317,-0.0078,-0.0210999999999999,-0.0029,0.0013,0.0001,0.0318
2020-03-31,-0.0144,0.0151,-0.0038,0.004,-0.0009,0.0001,-0.0143
2020-04-01,-0.045,-0.0202,-0.0131,0.0029,0.0027,0.0,-0.045
2020-04-02,0.021,-0.0093,-0.0028,-0.0025,0.0093999999999999,0.0,0.021
2020-04-03,-0.0163999999999999,-0.0137,-0.0115,-0.0024,0.0040999999999999,0.0,-0.0163999999999999
2020-04-06,0.071,0.0116999999999999,0.0028,0.013,-0.0079,0.0,0.071
2020-04-07,-0.0011,0.0011,0.021,0.009,-0.0037,0.0,-0.0011
2020-04-08,0.0342,0.0086,0.0127,0.0043,-0.0026,0.0,0.0342
2020-04-09,0.0159,0.0247,0.0319,-0.0079,-0.001,0.0,0.0159
2020-04-13,-0.0092,-0.0148,-0.024,-0.0045,0.0,0.0,-0.0092
2020-04-14,0.0302999999999999,-0.0074,-0.0315,0.0023,-0.003,0.0,0.0302999999999999
2020-04-15,-0.0215,-0.0199,-0.0255,-0.004,-0.003,0.0,-0.0215
2020-04-16,0.0062,-0.0084,-0.0298,-0.0028,-0.0026,0.0,0.0062
2020-04-17,0.0273,0.0155,0.0277,-0.0018,-0.0003,0.0,0.0273
2020-04-20,-0.0157,0.0037,-0.0091,-0.0174,-0.005,0.0,-0.0157
2020-04-21,-0.0308999999999999,0.0093999999999999,0.0016,0.0029,0.0042,0.0,-0.0308999999999999
2020-04-22,0.0231,-0.0087,-0.0166,0.0011,0.0004,0.0,0.0231
2020-04-23,0.0012,0.0125,0.0055,0.0053,-0.0034999999999999,0.0,0.0012
2020-04-24,0.0143,0.0025,-0.0012,-0.0019,0.0019,0.0,0.0143
2020-04-27,0.0173,0.0216,0.0268,-0.0014,0.0011,0.0,0.0173
2020-04-28,-0.0045,0.0175,0.0286,0.0136,0.0069,0.0,-0.0045
2020-04-29,0.0292,0.023,0.0197999999999999,0.0121999999999999,-0.0085,0.0,0.0292
2020-04-30,-0.0118,-0.0209,-0.0171,0.0062,-0.0008,0.0,-0.0118
2020-05-01,-0.0291,-0.0089,-0.0096,-0.0031,0.004,0.0,-0.0291
2020-05-04,0.0054,-0.0013,-0.0129,-0.0074,-0.0039,0.0,0.0054
2020-05-05,0.0095,-0.0029,-0.0200999999999999,-0.0048,-0.0054,0.0,0.0095
2020-05-06,-0.0052,0.0008,-0.0272,0.0019,-0.0056,0.0,-0.0052
2020-05-07,0.0133,0.0016,0.0040999999999999,-0.001,-0.0070999999999999,0.0,0.0133
2020-05-08,0.019,0.019,0.0246,0.0083,0.0039,0.0,0.019
2020-05-11,0.0006,-0.0025,-0.0379,-0.0086,-0.001,0.0,0.0006
2020-05-12,-0.0207,-0.0112,-0.0136,-0.0063,-0.0001,0.0,-0.0207
2020-05-13,-0.0189,-0.0143,-0.0208,-0.0005,-0.0023,0.0,-0.0189
2020-05-14,0.0115,-0.0107,0.0092,0.0064,0.0012,0.0,0.0115
2020-05-15,0.0056999999999999,0.0133,-0.0115,0.0002,-0.0076,0.0,0.0056999999999999
2020-05-18,0.0324,0.0268,0.0461,0.0163999999999999,0.0029,0.0,0.0324
2020-05-19,-0.0101,-0.0078,-0.0151,0.0053,-0.0070999999999999,0.0,-0.0101
2020-05-20,0.018,0.0121999999999999,0.0131,-0.0028,-0.0033,0.0,0.018
2020-05-21,-0.0070999999999999,0.0074,0.0042,0.0013,0.0003,0.0,-0.0070999999999999
2020-05-22,0.0027,0.0025,-0.0085,-0.0056,-0.0038,0.0,0.0027
2020-05-26,0.0123,0.0127,0.0454,0.0098999999999999,0.0053,0.0,0.0123
2020-05-27,0.0154,0.0146,0.0359,0.0074,0.0044,0.0,0.0154
2020-05-28,-0.0040999999999999,-0.0209,-0.0241,-0.0025,0.0004,0.0,-0.0040999999999999
2020-05-29,0.0059,-0.0081,-0.0197999999999999,-0.0032,-0.0046999999999999,0.0,0.0059
2020-06-01,0.0051,0.0026,0.0043,0.0001,-0.0022,0.0,0.0051
2020-06-02,0.0081,0.0006,0.0055,0.0011,0.0029,0.0,0.0081
2020-06-03,0.0141,0.0078,0.0262,0.0070999999999999,0.0022,0.0,0.0141
2020-06-04,-0.0034,0.0053,0.0289999999999999,0.0098999999999999,0.0063,0.0,-0.0034
2020-06-05,0.025,0.0108,0.0275,0.0069999999999999,0.0008,0.0,0.025
2020-06-08,0.0135,0.0069,0.0207,-0.0048,0.0058,0.0,0.0135
2020-06-09,-0.0086,-0.008,-0.0192,-0.0002,-0.0046999999999999,0.0,-0.0086
2020-06-10,-0.0055,-0.0182,-0.0409999999999999,-0.0031,-0.0033,0.0,-0.0055
2020-06-11,-0.0591,-0.0149,-0.0302999999999999,-0.002,-0.0024,0.0,-0.0591
2020-06-12,0.0129,0.008,0.0182,0.0013,0.0002,0.0,0.0129
2020-06-15,0.0108,0.0143,-0.0038,-0.0077,-0.0029,0.0,0.0108
2020-06-16,0.0187999999999999,0.0060999999999999,0.0049,0.0063,0.002,0.0,0.0187999999999999
2020-06-17,-0.0040999999999999,-0.0135,-0.0197,-0.0056,-0.0024,0.0,-0.0040999999999999
2020-06-18,0.0018,0.0001,-0.0053,-0.004,-0.0023,0.0,0.0018
2020-06-19,-0.0045,-0.0015,-0.0067,-0.0070999999999999,-0.0029,0.0,-0.0045
2020-06-22,0.0070999999999999,0.0046999999999999,-0.0136,-0.0038,-0.0036,0.0,0.0070999999999999
2020-06-23,0.0040999999999999,0.0021,-0.006,0.0059,-0.0012,0.0,0.0040999999999999
2020-06-24,-0.0262,-0.0069999999999999,-0.0136,-0.0006,0.0031,0.0,-0.0262
2020-06-25,0.0113,0.0034,0.005,-0.0081999999999999,0.0017,0.0,0.0113
2020-06-26,-0.0243,-0.0019,-0.0139,0.0002,0.0072,0.0,-0.0243
2020-06-29,0.015,0.0148,0.0186,0.0149,0.0039,0.0,0.015
2020-06-30,0.0158,-0.0001,-0.0001,-0.0039,-0.0027,0.0,0.0158
2020-07-01,0.0040999999999999,-0.0169,-0.0256999999999999,-0.0040999999999999,-0.0121999999999999,0.0,0.0040999999999999
2020-07-02,0.0051,0.0001,-0.0014,0.0042,0.0014,0.0,0.0051
2020-07-06,0.0166,-0.0067,0.0034999999999999,0.0027,0.0004,0.0,0.0166
2020-07-07,-0.0101,-0.0098,-0.015,-0.0111,-0.0008,0.0,-0.0101
2020-07-08,0.0089,0.0008,-0.0046,-0.0042,-0.0029,0.0,0.0089
2020-07-09,-0.0054,-0.0157,-0.0260999999999999,-0.0033,-0.0055,0.0,-0.0054
2020-07-10,0.0111,0.0067,0.0306,0.0086,0.0019,0.0,0.0111
2020-07-13,-0.0118999999999999,-0.0027,0.0204,0.0106,0.0113999999999999,0.0,-0.0118999999999999
2020-07-14,0.0136,0.0039,-0.0029,-0.0002,0.0046999999999999,0.0,0.0136
2020-07-15,0.0113999999999999,0.0273,0.0126,0.0018,0.0007,0.0,0.0113999999999999
2020-07-16,-0.0038,-0.0016,0.0081,0.0024,0.0034,0.0,-0.0038
2020-07-17,0.003,-0.0016,-0.0143,-0.0109,0.0001,0.0,0.003
2020-07-20,0.0103,-0.0111,-0.0237999999999999,-0.0083,-0.0125,0.0,0.0103
2020-07-21,0.0015,0.0147,0.0327999999999999,0.0053,0.0089,0.0,0.0015
2020-07-22,0.005,-0.0064,-0.0037,0.0049,0.0002,0.0,0.005
2020-07-23,-0.012,0.0121999999999999,0.0197999999999999,-0.0021,0.0017,0.0,-0.012
2020-07-24,-0.0074,-0.008,0.0045,0.0027,0.0002,0.0,-0.0074
2020-07-27,0.0088,0.0029,-0.0202,-0.0019,0.001,0.0,0.0088
2020-07-28,-0.0081,-0.0046,0.0101,0.0029,0.0011,0.0,-0.0081
2020-07-29,0.0136,0.0064,0.009,0.0024,0.0016,0.0,0.0136
2020-07-30,-0.0029,-0.0001,-0.0184,-0.0056999999999999,-0.0016,0.0,-0.0029
2020-07-31,0.0062,-0.0183,-0.0066,0.0077,0.0065,0.0,0.0062
2020-08-03,0.0097,0.0109,-0.0083,-0.0027,0.0036,0.0,0.0097
2020-08-04,0.0037,0.0044,0.0006,0.0012,0.0009,0.0,0.0037
2020-08-05,0.0078,0.0124,0.0081999999999999,0.0019,-0.0013,0.0,0.0078
2020-08-06,0.0053,-0.0059,-0.0085,0.0056999999999999,0.0005,0.0,0.0053
2020-08-07,0.0002,0.0158,0.024,0.0052,0.002,0.0,0.0002
2020-08-10,0.0023,0.0132,0.0173,0.0084,0.0123,0.0,0.0023
2020-08-11,-0.0083,0.002,0.0161,0.009,0.0003,0.0,-0.0083
2020-08-12,0.0139999999999999,-0.0083,-0.0133,0.0093,-0.0013,0.0,0.0139999999999999
2020-08-13,-0.0002,-0.0015,-0.0132,-0.0063,-0.0053,0.0,-0.0002
2020-08-14,-0.0004,0.0006,0.0108,0.0042,0.0018,0.0,-0.0004
2020-08-17,0.0045,0.0004,-0.0194,-0.008,-0.005,0.0,0.0045
2020-08-18,0.0023,-0.0133,-0.0141999999999999,0.0002,-0.0056,0.0,0.0023
2020-08-19,-0.0038,0.0049,0.0009,-0.0004,-0.0014,0.0,-0.0038
2020-08-20,0.0031,-0.0097,-0.0155,0.001,-0.005,0.0,0.0031
2020-08-21,0.0026,-0.0124,-0.0044,0.006,0.0068,0.0,0.0026
2020-08-24,0.0092,0.0021,0.0259,0.0112,0.0056999999999999,0.0,0.0092
2020-08-25,0.0034999999999999,0.0,-0.0064,-0.0046,-0.0069,0.0,0.0034999999999999
2020-08-26,0.01,-0.0172,-0.0175,-0.0013,-0.0087,0.0,0.01
2020-08-27,0.0018,0.0,0.0095,0.0056999999999999,-0.005,0.0,0.0018
2020-08-28,0.0069999999999999,0.0036,-0.0022,0.0014,-0.0008,0.0,0.0069999999999999
2020-08-31,-0.0004,-0.0093999999999999,-0.0175,-0.0069999999999999,-0.0016,0.0,-0.0004
2020-09-01,0.0092,0.0021,-0.0032,0.0060999999999999,0.0009,0.0,0.0092
2020-09-02,0.0127,-0.0026,-0.0045,0.0077,-0.0038,0.0,0.0127
2020-09-03,-0.037,0.0044,0.026,-0.001,-0.0004,0.0,-0.037
2020-09-04,-0.0087,0.0036,0.0207,0.0078,0.0088,0.0,-0.0087
2020-09-08,-0.0293,0.009,-0.0029,-0.0072,-0.0059,0.0,-0.0293
2020-09-09,0.0207,-0.0060999999999999,-0.0199,-0.0017,-0.0022,0.0,0.0207
2020-09-10,-0.0163999999999999,0.0038,-0.0006,-0.0039,-0.0036,0.0,-0.0163999999999999
2020-09-11,-0.0005,-0.0062,0.009,0.0023,0.0046999999999999,0.0,-0.0005
2020-09-14,0.0158,0.0101,-0.008,-0.0081999999999999,0.0001,0.0,0.0158
2020-09-15,0.0056999999999999,-0.0063,-0.0146,0.0013,-0.0040999999999999,0.0,0.0056999999999999
2020-09-16,-0.004,0.0121999999999999,0.0132,-0.0093,0.0024,0.0,-0.004
2020-09-17,-0.0085,0.0046999999999999,0.002,0.0006,0.0060999999999999,0.0,-0.0085
2020-09-18,-0.0089,0.0078,-0.0021,-0.0111,-0.0045,0.0,-0.0089
2020-09-21,-0.0107,-0.0269,-0.019,-0.0046999999999999,-0.0031,0.0,-0.0107
2020-09-22,0.0101,-0.0049,-0.016,0.0059,-0.0052,0.0,0.0101
2020-09-23,-0.0247,-0.0066,0.0016,0.0019,-0.0018,0.0,-0.0247
2020-09-24,0.0026,-0.0019,0.0038,0.0051,0.0014,0.0,0.0026
2020-09-25,0.0171,-0.0017,-0.0134,-0.0049,-0.0069999999999999,0.0,0.0171
2020-09-28,0.0165,0.0087,0.0105,0.0040999999999999,0.0021,0.0,0.0165
2020-09-29,-0.0042,0.004,-0.0132,-0.0078,-0.0059,0.0,-0.0042
2020-09-30,0.0079,-0.0068,0.0016,0.0034,0.0011,0.0,0.0079
2020-10-01,0.0078,0.008,-0.0054,-0.0002,-0.0056,0.0,0.0078
2020-10-02,-0.0097,0.0169,0.0243,0.0058,0.0034,0.0,-0.0097
2020-10-05,0.0194,0.009,-0.0009,-0.0046999999999999,0.0009,0.0,0.0194
2020-10-06,-0.0128,0.0083,0.0025,-0.0052,-0.0006,0.0,-0.0128
2020-10-07,0.0184,0.0053,0.0016,-0.0031,0.0009,0.0,0.0184
2020-10-08,0.008,0.0025,0.0107,0.0027,0.0031,0.0,0.008
2020-10-09,0.0093,-0.0032,-0.0141999999999999,-0.0015,-0.003,0.0,0.0093
2020-10-12,0.0154,-0.0101,-0.0009,0.0079,0.0036,0.0,0.0154
2020-10-13,-0.0042,-0.0019,-0.0174,-0.0086,-0.0093999999999999,0.0,-0.0042
2020-10-14,-0.0065,0.0001,0.0003,0.0034,0.0068,0.0,-0.0065
2020-10-15,-0.0008,0.0116999999999999,0.0113999999999999,0.0015,0.0016,0.0,-0.0008
2020-10-16,-0.0006,-0.0013,0.0005,-0.0005,-0.0011,0.0,-0.0006
2020-10-19,-0.0153,0.0034999999999999,0.0032,-0.0033,-0.002,0.0,-0.0153
2020-10-20,0.0034999999999999,-0.0008,0.0126,0.0054,0.0018,0.0,0.0034999999999999
2020-10-21,-0.0034999999999999,-0.0048,0.0040999999999999,0.0051,0.0001,0.0,-0.0034999999999999
2020-10-22,0.0066,0.0095,0.0103,-0.0059,-0.0008,0.0,0.0066
2020-10-23,0.0038,0.0038,0.0004,-0.0015,-0.0034999999999999,0.0,0.0038
2020-10-26,-0.0185,-0.0048,-0.0039,-0.0015,-0.0001,0.0,-0.0185
2020-10-27,-0.0023,-0.0062,-0.0233,-0.0039,-0.0070999999999999,0.0,-0.0023
2020-10-28,-0.0342,0.0018,0.0056999999999999,-0.0046,0.0,0.0,-0.0342
2020-10-29,0.0113,0.0015,0.0027,0.0028,0.0056999999999999,0.0,0.0113
2020-10-30,-0.0144999999999999,-0.0023,0.0185,0.0027,-0.0005,0.0,-0.0144999999999999
2020-11-02,0.0116999999999999,0.0087,0.01,0.0040999999999999,0.0040999999999999,0.0,0.0116999999999999
2020-11-03,0.0192999999999999,0.0101,-0.0019,-0.002,0.0002,0.0,0.0192999999999999
2020-11-04,0.0225,-0.0256,-0.0503,-0.0069,-0.0177,0.0,0.0225
2020-11-05,0.0212,0.0104,0.0054,0.0036,0.005,0.0,0.0212
2020-11-06,0.0001,-0.0109,-0.0092,-0.0024,-0.0009,0.0,0.0001
2020-11-09,0.0083,0.0281,0.0673,0.0076,0.0086,0.0,0.0083
2020-11-10,-0.0016,0.0209,0.0215,0.003,0.0131,0.0,-0.0016
2020-11-11,0.0088,-0.0108,-0.0178,-0.0063,-0.0019,0.0,0.0088
2020-11-12,-0.0093999999999999,-0.0056,-0.0118999999999999,-0.0067,-0.0024,0.0,-0.0093999999999999
2020-11-13,0.0131,0.0092,0.0115,0.0056999999999999,0.0040999999999999,0.0,0.0131
2020-11-16,0.0121999999999999,0.0127,0.0197999999999999,0.0069,0.0086,0.0,0.0121999999999999
2020-11-17,-0.002,0.0060999999999999,-0.0001,-0.0040999999999999,-0.0043,0.0,-0.002
2020-11-18,-0.0093999999999999,-0.0005,0.0003,0.0006,-0.0039,0.0,-0.0093999999999999
2020-11-19,0.0058,0.0028,-0.0077,-0.0066,-0.0022,0.0,0.0058
2020-11-20,-0.0051,0.0059,-0.006,-0.0074,-0.001,0.0,-0.0051
2020-11-23,0.0081999999999999,0.0141,0.0155,0.0033,0.0003,0.0,0.0081999999999999
2020-11-24,0.0156,0.0049,0.0278,0.0052,0.0051,0.0,0.0156
2020-11-25,0.0002,-0.0027,-0.0132,-0.0039,-0.0054,0.0,0.0002
2020-11-27,0.0042,0.0014,-0.0162,-0.0076,-0.0032,0.0,0.0042
2020-11-30,-0.0052,-0.0155,-0.0207,-0.0049,0.0046,0.0,-0.0052
2020-12-01,0.0098999999999999,-0.0006,0.0052,0.0104,0.0053,0.0,0.0098999999999999
2020-12-02,0.0011,0.0021,0.0107,0.0037,0.0055,0.0,0.0011
2020-12-03,0.0017,0.0056,-0.001,-0.0027,0.002,0.0,0.0017
2020-12-04,0.0101,0.0161,0.0083,-0.0034,0.006,0.0,0.0101
2020-12-07,0.0002,-0.0006,-0.0102,-0.0056999999999999,-0.0049,0.0,0.0002
2020-12-08,0.0046999999999999,0.0088,-0.0069,-0.0070999999999999,-0.0005,0.0,0.0046999999999999
2020-12-09,-0.0103,0.0032,0.0128,0.0085,0.0034999999999999,0.0,-0.0103
2020-12-10,0.0024,0.0093999999999999,-0.0046,-0.0151,-0.0024,0.0,0.0024
2020-12-11,-0.0018,-0.0056999999999999,-0.0073,-0.0058,-0.0056,0.0,-0.0018
2020-12-14,-0.0026,0.0021,-0.0151,-0.0039,-0.0083,0.0,-0.0026
2020-12-15,0.0129,0.0113999999999999,0.0038,0.0045,0.0054,0.0,0.0129
2020-12-16,0.0016,-0.0056,-0.0039,0.0003,-0.0017,0.0,0.0016
2020-12-17,0.0078,0.005,-0.0069999999999999,-0.0058,-0.0019,0.0,0.0078
2020-12-18,-0.0014,-0.0019,-0.0116999999999999,-0.0038,-0.0073,0.0,-0.0014
2020-12-21,-0.0024,0.0024,-0.0006,-0.01,0.003,0.0,-0.0024
2020-12-22,0.0005,0.0085,-0.0163,-0.0084,-0.001,0.0,0.0005
2020-12-23,0.0011,0.0087,0.0203,0.0027,0.0040999999999999,0.0,0.0011
2020-12-24,0.0023,-0.0044,-0.0019,0.0024,-0.0008,0.0,0.0023
2020-12-28,0.0049,-0.0067,0.0036,0.0138,0.0048,0.0,0.0049
2020-12-29,-0.0039,-0.0141999999999999,0.0024,0.0078,-0.0027,0.0,-0.0039
2020-12-30,0.0027,0.0107,0.0006,-0.0066,-0.0004,0.0,0.0027
2020-12-31,0.004,-0.0069,0.0044,0.0056,-0.0022,0.0,0.004
2021-01-04,-0.0141,0.0014,0.0056999999999999,-0.0064,0.001,0.0,-0.0141
2021-01-05,0.0086,0.0132,0.005,0.0036,0.0056,0.0,0.0086
2021-01-06,0.0079,0.0316,0.0394,0.0005,0.0052,0.0,0.0079
2021-01-07,0.0176,0.0002,-0.0081,-0.0148,-0.0023,0.0,0.0176
2021-01-08,0.0051,-0.0101,-0.0138,-0.0042,-0.0036,0.0,0.0051
2021-01-11,-0.0052,0.0054,0.0126,-0.0016,0.0040999999999999,0.0,-0.0052
2021-01-12,0.0037,0.0148,0.0124,-0.0044,0.004,0.0,0.0037
2021-01-13,0.0006,-0.0104,-0.0045,-0.0019,-0.0005,0.0,0.0006
2021-01-14,-0.0012,0.0236,0.0113,-0.0098999999999999,0.0043,0.0,-0.0012
2021-01-15,-0.0086,-0.0075,-0.0074,0.0029,-0.0045,0.0,-0.0086
2021-01-19,0.0092,0.0075,-0.0079,-0.0069,0.0009,0.0,0.0092
2021-01-20,0.0127,-0.0074,-0.011,0.0064,-0.0040999999999999,0.0,0.0127
2021-01-21,-0.0004,-0.0076,-0.0096,0.0083,0.0036,0.0,-0.0004
2021-01-22,-0.0007,0.0163999999999999,-0.0011,-0.0068,0.0060999999999999,0.0,-0.0007
2021-01-25,0.0029,-0.0027,-0.0043,0.0021,0.0095,0.0,0.0029
2021-01-26,-0.0033,-0.0003,0.0004,0.0104,0.0113,0.0,-0.0033
2021-01-27,-0.0253,0.012,0.0155,0.0056,0.0247,0.0,-0.0253
2021-01-28,0.0093,-0.0169,-0.0093,-0.0105,-0.0227999999999999,0.0,0.0093
2021-01-29,-0.0184,0.0040999999999999,0.0059,-0.0076,0.004,0.0,-0.0184
2021-02-01,0.0172,0.0075,-0.0147,-0.0023,-0.0124,0.0,0.0172
2021-02-02,0.0148,-0.0081,-0.0103,-0.0097,-0.021,0.0,0.0148
2021-02-03,0.0014,0.0068,0.0073,-0.0009,0.0018,0.0,0.0014
2021-02-04,0.0121999999999999,0.006,0.0038,-0.0009,-0.0024,0.0,0.0121999999999999
2021-02-05,0.0056999999999999,0.0095,-0.0049,-0.0070999999999999,0.0042,0.0,0.0056999999999999
2021-02-08,0.0096,0.0224,0.0039,-0.0095,0.0073,0.0,0.0096
2021-02-09,0.0005,0.0064,-0.0006,-0.0067,-0.0040999999999999,0.0,0.0005
2021-02-10,-0.0008,-0.0053,0.0079,0.003,0.0007,0.0,-0.0008
2021-02-11,0.002,-0.0021,-0.0069999999999999,-0.0046,-0.0029,0.0,0.002
2021-02-12,0.0049,-0.001,0.0046,-0.0039,-0.0007,0.0,0.0049
2021-02-16,-0.0014,-0.0026,0.0192999999999999,0.0017,0.0005,0.0,-0.0014
2021-02-17,-0.002,-0.0067,0.006,0.0026,-0.0015,0.0,-0.002
2021-02-18,-0.0062,-0.0147,-0.0021,0.0088,-0.0043,0.0,-0.0062
2021-02-19,0.0016,0.0202,0.0073,-0.0043,0.0053,0.0,0.0016
2021-02-22,-0.0111,0.0073,0.0313,0.0167,0.0086,0.0,-0.0111
2021-02-23,-0.0011,-0.0101,0.0089,0.0113,-0.0021,0.0,-0.0011
2021-02-24,0.0115,0.0147,0.0144,-0.0028,0.0033,0.0,0.0115
2021-02-25,-0.0272,-0.0091,0.0088,0.0097,0.0045,0.0,-0.0272
2021-02-26,-0.0028,0.0034999999999999,-0.016,-0.0004,-0.004,0.0,-0.0028
2021-03-01,0.0262,0.0111,0.0023,-0.004,0.0021,0.0,0.0262
2021-03-02,-0.0105,-0.0077,0.0125,0.0062,0.0023,0.0,-0.0105
2021-03-03,-0.0155,0.0065,0.0356,0.0163999999999999,0.0107,0.0,-0.0155
2021-03-04,-0.0167,-0.011,0.017,0.0127,0.0049,0.0,-0.0167
2021-03-05,0.0187,0.0038,0.0062,0.0096,0.0052,0.0,0.0187
2021-03-08,-0.0067,0.0146,0.0371,0.0163,0.0092,0.0,-0.0067
2021-03-09,0.0177,0.0043,-0.0323,-0.0184,-0.0048,0.0,0.0177
2021-03-10,0.0067,0.012,0.0182,-0.0007,0.0015,0.0,0.0067
2021-03-11,0.0141,0.0107,-0.02,-0.0139,-0.0081,0.0,0.0141
2021-03-12,0.0011,0.0053,0.0129,0.0063,0.0058,0.0,0.0011
2021-03-15,0.0069,-0.0034999999999999,-0.0127,0.0025,0.0009,0.0,0.0069
2021-03-16,-0.0040999999999999,-0.0135,-0.0085,0.0028,-0.0002,0.0,-0.0040999999999999
2021-03-17,0.0034,0.0065,0.0034,-0.0004,0.001,0.0,0.0034
2021-03-18,-0.0186,-0.0121,0.0216,0.0093,0.0046,0.0,-0.0186
2021-03-19,0.0023,0.0093999999999999,-0.0098999999999999,-0.0079,-0.0054,0.0,0.0023
2021-03-22,0.0056,-0.0169,-0.0223,-0.0025,-0.001,0.0,0.0056
2021-03-23,-0.0116,-0.0295,-0.0104,0.0058,-0.0074,0.0,-0.0116
2021-03-24,-0.0097,-0.0158,0.0146,0.0138,0.0013,0.0,-0.0097
2021-03-25,0.0067,0.0202,0.0139999999999999,0.0045,0.0111,0.0,0.0067
2021-03-26,0.0156,0.002,0.0068,0.0078,0.006,0.0,0.0156
2021-03-29,-0.0048,-0.0249,-0.0023,0.009,0.0002,0.0,-0.0048
2021-03-30,-0.0003,0.0184,0.0101,-0.0026,-0.0023,0.0,-0.0003
2021-03-31,0.0063,0.0058,-0.0233999999999999,-0.0116999999999999,-0.0028,0.0,0.0063
2021-04-01,0.0127,0.0021,-0.0002,-0.0069,-0.0051,0.0,0.0127
2021-04-05,0.0128,-0.0070999999999999,-0.0070999999999999,0.01,0.0009,0.0,0.0128
2021-04-06,0.0,-0.0031,0.0009,-0.0012,-0.0028,0.0,0.0
2021-04-07,-0.0011,-0.0153,0.003,0.0068,-0.0012,0.0,-0.0011
2021-04-08,0.0062,0.0027,-0.0116999999999999,-0.0052,-0.0038,0.0,0.0062
2021-04-09,0.0065,-0.0060999999999999,0.0015,0.0079,0.0009,0.0,0.0065
2021-04-12,-0.0004,-0.0046,0.0056,0.0073,-0.0036,0.0,-0.0004
2021-04-13,0.0040999999999999,-0.0077,-0.016,-0.0107,-0.0037,0.0,0.0040999999999999
2021-04-14,-0.0034,0.0118,0.0141,0.0001,0.0067,0.0,-0.0034
2021-04-15,0.0106,-0.008,-0.0118999999999999,0.001,-0.0054,0.0,0.0106
2021-04-16,0.0027,-0.0019,0.0065,0.0083,0.0018,0.0,0.0027
2021-04-19,-0.0072,-0.0066,0.0079,0.0072,0.0043,0.0,-0.0072
2021-04-20,-0.0093,-0.0138,-0.0157,0.0038,-0.0046,0.0,-0.0093
2021-04-21,0.011,0.0153,0.0012,-0.0046999999999999,0.0009,0.0,0.011
2021-04-22,-0.0078,0.0063,-0.0077,-0.002,-0.002,0.0,-0.0078
2021-04-23,0.0126,0.0077,0.0069,-0.0034999999999999,0.0003,0.0,0.0126
2021-04-26,0.0040999999999999,0.0079,-0.005,-0.012,-0.0007,0.0,0.0040999999999999
2021-04-27,-0.0003,0.0008,0.0085,0.0054,0.0006,0.0,-0.0003
2021-04-28,-0.0007,0.0029,0.002,-0.003,-0.0033,0.0,-0.0007
2021-04-29,0.004,-0.0076,0.0109,0.0133,-0.0022,0.0,0.004
2021-04-30,-0.0081999999999999,-0.0052,-0.0033,0.0013,-0.0040999999999999,0.0,-0.0081999999999999
2021-05-03,0.0018,0.0073,0.017,0.0105,0.0108,0.0,0.0018
2021-05-04,-0.0089,-0.0024,0.02,0.0109,0.0056999999999999,0.0,-0.0089
2021-05-05,-0.0005,-0.0016,0.0133,0.0064,0.0060999999999999,0.0,-0.0005
2021-05-06,0.0049,-0.0049,0.0118,0.0123,0.0058,0.0,0.0049
2021-05-07,0.0084,0.0045,-0.0008,-0.0022,0.0015,0.0,0.0084
2021-05-10,-0.0135,-0.0128,0.0168,0.0116,0.0077,0.0,-0.0135
2021-05-11,-0.0063,0.0069,-0.0087,-0.0083,-0.0005,0.0,-0.0063
2021-05-12,-0.0233999999999999,-0.0115,0.0069999999999999,-0.0029,0.0014,0.0,-0.0233999999999999
