,0
2020-12-11,0.9909137560420976
2020-12-14,0.9872000929082977
2020-12-15,1.001859994938574
2020-12-16,1.004630083980021
2020-12-17,1.0072592616764633
2020-12-18,1.00284567222537
2020-12-21,1.0105451520304667
2020-12-22,1.0033599479795625
2020-12-23,1.0116892715143693
2020-12-24,1.0112742750914867
2020-12-28,1.0175737042870734
2020-12-29,1.0151624562607398
2020-12-30,1.0159994815606186
2020-12-31,1.0233650367815974
2021-01-04,1.0079572785356392
2021-01-05,1.0190920262398688
2021-01-06,1.0346269375470902
2021-01-07,1.0552358744627341
2021-01-08,1.0548940610826254
2021-01-11,1.0605247163462772
2021-01-12,1.0726363593249038
2021-01-13,1.0773459179910914
2021-01-14,1.0846009790030489
2021-01-15,1.0674488568392393
2021-01-19,1.0809200971149269
2021-01-20,1.0917908431806036
2021-01-21,1.0998871585870837
2021-01-22,1.0921021352424145
2021-01-25,1.0864762723345212
2021-01-26,1.0856047492663272
2021-01-27,1.056529415919533
2021-01-28,1.063865460408001
2021-01-29,1.046487223692224
2021-02-01,1.0659181305518037
2021-02-02,1.090473797138976
2021-02-03,1.0964821335165698
2021-02-04,1.1075727750254947
2021-02-05,1.1096285965593977
2021-02-08,1.1244110883365819
2021-02-09,1.124801353791018
2021-02-10,1.122216570972411
2021-02-11,1.122530088554008
2021-02-12,1.1293138062726262
2021-02-16,1.1377978082179572
2021-02-17,1.1315139285026703
2021-02-18,1.1246184180884413
2021-02-19,1.1324514095143867
2021-02-22,1.1322938260412694
2021-02-23,1.1325190194090347
2021-02-24,1.1540174467782065
2021-02-25,1.122905834262358
2021-02-26,1.1176900763072994
2021-03-01,1.1497202453706883
2021-03-02,1.1443455923361685
2021-03-03,1.1345588291856177
2021-03-04,1.1212113356730693
2021-03-05,1.1445167423382374
2021-03-08,1.1366286992649928
2021-03-09,1.1524276033530123
2021-03-10,1.159888666441105
2021-03-11,1.1643389556266526
2021-03-12,1.1731713946950246
2021-03-15,1.1814052424212942
2021-03-16,1.1785166819753192
2021-03-17,1.1900378507510108
2021-03-18,1.1737634950200788
2021-03-19,1.175738007995983
2021-03-22,1.1787411889817283
2021-03-23,1.158859814580427
2021-03-24,1.148670779671754
2021-03-25,1.1595295542986126
2021-03-26,1.181276463748188
2021-03-29,1.1776418896101732
2021-03-30,1.1814977172003946
2021-03-31,1.1828086640248492
2021-04-01,1.1996911546929667
2021-04-05,1.2234572119937854
2021-04-06,1.2211251506519636
2021-04-07,1.2255842030288095
2021-04-08,1.23181720391492
2021-04-09,1.240035620694029
2021-04-12,1.2374891613848917
2021-04-13,1.2349654727485753
2021-04-14,1.230131730693497
2021-04-15,1.2410759271841567
2021-04-16,1.2388777599749894
2021-04-19,1.231286356193586
2021-04-20,1.2106178066497841
2021-04-21,1.2226847053400975
2021-04-22,1.207327087230896
2021-04-23,1.2246348908522222
2021-04-26,1.2300608056827556
2021-04-27,1.2382863979260004
2021-04-28,1.2378530634841203
2021-04-29,1.2474140999547065
2021-04-30,1.2379447686115117
2021-05-03,1.2417003333366294
2021-05-04,1.2316539272729699
2021-05-05,1.243006058377875
2021-05-06,1.258266168938579
2021-05-07,1.2693136096576358
2021-05-10,1.2481427156257225
2021-05-11,1.2335267222249597
2021-05-12,1.2072538648609865
2021-05-13,1.2249042391440406
2021-05-14,1.2497742427733962
2021-05-17,1.2515175390630806
2021-05-18,1.2378232329861958
2021-05-19,1.2381835333636413
2021-05-20,1.2500531406863131
2021-05-21,1.2603066250793604
2021-05-24,1.2742618725794919
2021-05-25,1.2690418644608434
2021-05-26,1.2800398029324334
2021-05-27,1.2953540595092656
2021-05-28,1.2955536278191158
2021-06-01,1.3012065260206611
2021-06-02,1.306482640018758
2021-06-03,1.3136693789402818
2021-06-04,1.3270839412687823
2021-06-07,1.3246235565708444
2021-06-08,1.3218234999996554
2021-06-09,1.310669452237151
2021-06-10,1.3033261788202812
2021-06-11,1.3080055779029829
2021-06-14,1.3042731163085888
2021-06-15,1.3007876438994783
2021-06-16,1.2951143480288199
2021-06-17,1.2833343917761157
2021-06-18,1.2605212358304416
2021-06-21,1.2808456934932162
2021-06-22,1.2868584806003724
2021-06-23,1.2899637141662332
2021-06-24,1.3014756275239432
2021-06-25,1.3022803054890955
2021-06-28,1.309199305252719
2021-06-29,1.3141824866033223
2021-06-30,1.3182861519999667
2021-07-01,1.3225140894148568
2021-07-02,1.3304628793137692
2021-07-06,1.3175506916252684
2021-07-07,1.3178376756627905
2021-07-08,1.301042871694824
2021-07-09,1.3287429848583798
2021-07-12,1.338356260471219
2021-07-13,1.3312519667798093
2021-07-14,1.3275307180013478
2021-07-15,1.3153792071533874
2021-07-16,1.298141126586469
2021-07-19,1.2772088295618467
2021-07-20,1.3038056103890039
2021-07-21,1.3259631085227142
2021-07-22,1.323303642092023
2021-07-23,1.3253047393335466
2021-07-26,1.333886399707745
2021-07-27,1.3191010930216247
2021-07-28,1.3206166176739464
2021-07-29,1.3350040840573092
2021-07-30,1.32485880245072
2021-08-02,1.322526532250294
2021-08-03,1.3353489958550737
2021-08-04,1.323206898647846
2021-08-05,1.3353509097418108
2021-08-06,1.3461697551906453
2021-08-09,1.3458589843674431
2021-08-10,1.3516653856528185
2021-08-11,1.3603776253072852
2021-08-12,1.3664215055789133
2021-08-13,1.3615311765461628
2021-08-16,1.360276992521479
2021-08-17,1.3406333177457816
2021-08-18,1.3253677224603027
2021-08-19,1.3206866676189546
2021-08-20,1.3315369086106814
2021-08-23,1.3484890104053544
2021-08-24,1.360015296664943
2021-08-25,1.3688621698573746
2021-08-26,1.3596201494401767
2021-08-27,1.3796612362756333
2021-08-30,1.3770871375687896
2021-08-31,1.3756106165464093
2021-09-01,1.373195337249782
2021-09-02,1.3747835456513582
2021-09-03,1.3729073320055103
2021-09-07,1.3696454069020598
2021-09-08,1.363021117090464
2021-09-09,1.3570889542497504
2021-09-10,1.3533158152285578
2021-09-13,1.3647911441677962
2021-09-14,1.34863946394391
2021-09-15,1.361099996717557
2021-09-16,1.3564485983387422
2021-09-17,1.3414746073993795
2021-09-20,1.3082413929023566
2021-09-21,1.3053915649556638
2021-09-22,1.3230609445760424
2021-09-23,1.3489994225259576
2021-09-24,1.3531277237478507
2021-09-27,1.363796688528742
2021-09-28,1.3415748840984383
2021-09-29,1.3356641364192101
2021-09-30,1.317731575046063
2021-10-01,1.3342073150921854
2021-10-04,1.3170208658820228
2021-10-05,1.3369804676520098
2021-10-06,1.3388278882584561
2021-10-07,1.3536245541419247
2021-10-08,1.3606358639284823
2021-10-11,1.3491207656834436
2021-10-12,1.3437960607951385
2021-10-13,1.3442543465014734
2021-10-14,1.3710996498239252
2021-10-15,1.385969232501504
2021-10-18,1.3906751848997585
2021-10-19,1.4001349661410631
2021-10-20,1.4079071780246384
2021-10-21,1.4134055516811357
2021-10-22,1.4033769875668318
2021-10-25,1.4057703260159742
2021-10-26,1.4158798849563732
2021-10-27,1.4007879453403922
2021-10-28,1.4231411065071475
2021-10-29,1.4291171832576126
2021-11-01,1.436538638761295
2021-11-02,1.4476749087009047
2021-11-03,1.4548879132504424
2021-11-04,1.4730568880927535
2021-11-05,1.480201123569788
2021-11-08,1.4938260554230003
2021-11-09,1.4892513724006358
2021-11-10,1.470197603742723
2021-11-11,1.4811570635501847
2021-11-12,1.4906618374429161
2021-11-15,1.493117632759717
2021-11-16,1.4962007030752185
2021-11-17,1.487056215590719
2021-11-18,1.485760111847028
2021-11-19,1.4828275240634285
2021-11-22,1.4943494296562612
2021-11-23,1.4997851706320273
2021-11-24,1.5017080128359328
2021-11-26,1.4598350302658478
2021-11-29,1.4767039295727016
2021-11-30,1.4458032511071999
2021-12-01,1.4317233172184443
2021-12-02,1.4585937176815456
2021-12-03,1.4389675404234437
2021-12-06,1.4561692548609484
2021-12-07,1.4967920398335843
2021-12-08,1.490904152948563
2021-12-09,1.483353028228378
2021-12-10,1.5161199041746787
2021-12-13,1.485566243384658
2021-12-14,1.4789153118568261
2021-12-15,1.5056952761064732
2021-12-16,1.4962978000691722
2021-12-17,1.4695408889818238
2021-12-20,1.4468543588944147
2021-12-21,1.4754806438744783
2021-12-22,1.4875611395540058
2021-12-23,1.500032862673613
2021-12-27,1.5214298360419385
2021-12-28,1.516029592033733
2021-12-29,1.5137121752206275
2021-12-30,1.5079539305337897
2021-12-31,1.503812862145437
2022-01-03,1.52898817825081
2022-01-04,1.560581133271537
2022-01-05,1.5257533024355023
2022-01-06,1.5370559401943378
2022-01-07,1.5361495820715039
2022-01-10,1.534238273115716
2022-01-11,1.548744788575305
2022-01-12,1.5475873749799214
2022-01-13,1.5332386011365038
2022-01-14,1.5290261899049706
2022-01-18,1.4848044917267071
2022-01-19,1.4530875948947524
2022-01-20,1.4329724744737495
2022-01-21,1.4039633222024575
2022-01-24,1.4090901262947564
2022-01-25,1.3882767713479143
2022-01-26,1.394305819353951
2022-01-27,1.3759827571665155
2022-01-28,1.397346997618272
2022-01-31,1.4318508611234977
2022-02-01,1.4594924648429197
2022-02-02,1.4773255758921906
2022-02-03,1.4279813296893202
2022-02-04,1.4296358328003123
2022-02-07,1.4227738033500559
2022-02-08,1.431959114689914
2022-02-09,1.4600300257829015
2022-02-10,1.4340505628064089
2022-02-11,1.393706563651004
2022-02-14,1.3882227632888093
2022-02-15,1.4221104328854592
2022-02-16,1.4179645711586855
2022-02-17,1.3703278388831222
2022-02-18,1.357449327641114
2022-02-22,1.3434267391646686
2022-02-23,1.3152267479394892
2022-02-24,1.3339716301523024
2022-02-25,1.363696777992094
2022-02-28,1.3524307769588397
2022-03-01,1.3126045579369174
2022-03-02,1.3514662279414156
2022-03-03,1.3372189508181953
2022-03-04,1.313048378666686
2022-03-07,1.2620637462810922
2022-03-08,1.2694016264635135
2022-03-09,1.3160854714622974
2022-03-10,1.300601022806305
2022-03-11,1.2860994210424737
2022-03-14,1.2704073594460772
2022-03-15,1.3011910587262832
2022-03-16,1.3434093572563155
2022-03-17,1.3563203604537326
2022-03-18,1.3725688538533654
2022-03-21,1.3645319253856563
2022-03-22,1.3844427173781888
2022-03-23,1.360546142616027
2022-03-24,1.387609363903524
2022-03-25,1.3889441351387866
2022-03-28,1.3937695946607505
2022-03-29,1.4162027047318708
2022-03-30,1.39792945496571
2022-03-31,1.3684712224287314
2022-04-01,1.3562718305148131
2022-04-04,1.372353168844956
2022-04-05,1.3386266493444157
2022-04-06,1.3084405216481865
2022-04-07,1.3023569077019905
2022-04-08,1.297883289267011
2022-04-11,1.283292393592876
2022-04-12,1.2769239469780984
2022-04-13,1.2879578642125247
2022-04-14,1.2702968336837481
2022-04-18,1.281654464656395
2022-04-19,1.3070015755866091
2022-04-20,1.3036115792288105
2022-04-21,1.278621862712595
2022-04-22,1.2384982472566977
2022-04-25,1.2508050812424925
2022-04-26,1.2053798532434614
2022-04-27,1.201238600331643
2022-04-28,1.2408622792382227
2022-04-29,1.193253952924366
2022-05-02,1.2168100331442453
2022-05-03,1.2288050192612443
2022-05-04,1.2727975534377647
2022-05-05,1.2254371952964482
2022-05-06,1.2174674143799236
2022-05-09,1.178727956004932
2022-05-10,1.1857690901584563
2022-05-11,1.158024081093622
2022-05-12,1.148703982479933
2022-05-13,1.18277972467297
2022-05-16,1.171624312487604
2022-05-17,1.2074622461037587
2022-05-18,1.1552463130829118
2022-05-19,1.1387077638811758
2022-05-20,1.134038505416727
2022-05-23,1.158989049297876
2022-05-24,1.1409353797941686
2022-05-25,1.1540575557855546
2022-05-26,1.1868140147558814
2022-05-27,1.2189188250501282
2022-05-31,1.2178843570563824
2022-06-01,1.2061629299278402
2022-06-02,1.230881105319619
2022-06-03,1.2052371469991998
2022-06-06,1.2103499624656813
2022-06-07,1.2203595824054048
2022-06-08,1.2019254718522272
2022-06-09,1.1691441778412026
2022-06-10,1.1255590548739485
2022-06-13,1.0800861907048012
2022-06-14,1.0886639018786943
2022-06-15,1.1083304589587373
2022-06-16,1.0652091793554728
2022-06-17,1.0663758682090534
2022-06-21,1.0869898505369433
2022-06-22,1.0781460811217303
2022-06-23,1.0773119085894474
2022-06-24,1.1204282155995742
2022-06-27,1.1158723862196782
2022-06-28,1.0984030657506383
2022-06-29,1.0918556462848115
2022-06-30,1.073700527853462
2022-07-01,1.0742153986600433
2022-07-05,1.0795009597798706
2022-07-06,1.0790845920503596
2022-07-07,1.1086092402885608
2022-07-08,1.1068210637646978
2022-07-11,1.0845747401580574
2022-07-12,1.082234786163161
2022-07-13,1.077066856655046
2022-07-14,1.070978694429101
