,0
2022-07-15,1.1049401745881322
2022-07-18,1.1021577916169611
2022-07-19,1.1447253419087515
2022-07-20,1.1569918335881828
2022-07-21,1.1694464703374918
2022-07-22,1.1504198913374168
2022-07-25,1.1496180196274348
2022-07-26,1.1305267650867754
2022-07-27,1.1683641876637187
2022-07-28,1.1778737884287405
2022-07-29,1.1898525469465142
2022-08-01,1.1939762666435467
2022-08-02,1.179097893080512
2022-08-03,1.2028377445708152
2022-08-04,1.1996188181276686
2022-08-05,1.201431796978815
2022-08-08,1.1984876543852718
2022-08-09,1.18905831612341
2022-08-10,1.2253459529686512
2022-08-11,1.2327717063413277
2022-08-12,1.25571706166676
2022-08-15,1.259325088586162
2022-08-16,1.2593794684995832
2022-08-17,1.245932731795959
2022-08-18,1.2564404414937003
2022-08-19,1.234985441104754
2022-08-22,1.2005589846878035
2022-08-23,1.2007236543430635
2022-08-24,1.2028398498427095
2022-08-25,1.228766652894675
2022-08-26,1.1796952643931853
2022-08-29,1.171461226714352
2022-08-30,1.1598000148353134
2022-08-31,1.151605738596295
2022-09-01,1.1493739992470526
2022-09-02,1.139270009283644
2022-09-06,1.1300447476766247
2022-09-07,1.1487220382034269
2022-09-08,1.159596120053364
2022-09-09,1.1794989292099953
2022-09-12,1.192043341269013
2022-09-13,1.1335725050808594
2022-09-14,1.1302912735364687
2022-09-15,1.1216839415631186
2022-09-16,1.1104072337405524
2022-09-19,1.1228110802074618
2022-09-20,1.0979585194444974
2022-09-21,1.0787154272535282
2022-09-22,1.0642430152089823
2022-09-23,1.0404816357243345
2022-09-26,1.025267850349619
2022-09-27,1.0220423296572774
2022-09-28,1.0394113366899034
2022-09-29,1.010545837153359
2022-09-30,0.9943767368224642
2022-10-03,1.023438844231345
2022-10-04,1.0685831817805527
2022-10-05,1.0663483868811985
2022-10-06,1.0550629417948556
2022-10-07,1.0207811345169135
2022-10-10,1.0044148926857361
2022-10-11,0.9912241530667696
2022-10-12,0.9910109971601997
2022-10-13,1.0246971974985426
2022-10-14,1.0047062915847027
2022-10-17,1.0362982971459864
2022-10-18,1.0469819653996075
2022-10-19,1.0411792766004273
2022-10-20,1.0352612818120335
2022-10-21,1.0709975733642454
2022-10-24,1.082292597076131
2022-10-25,1.101584308796095
2022-10-26,1.0931895823949351
2022-10-27,1.0791502432582558
2022-10-28,1.1141545599891327
2022-10-31,1.1044916322698417
2022-11-01,1.1042801885421787
2022-11-02,1.0808824560535049
2022-11-03,1.0692555864689306
2022-11-04,1.0972515553345241
2022-11-07,1.1143137240952519
2022-11-08,1.118173462591004
2022-11-09,1.098589542928329
2022-11-10,1.1686905612790432
2022-11-11,1.1879395706551186
2022-11-14,1.1783208415479112
2022-11-15,1.1922746665918584
2022-11-16,1.1721671719704048
2022-11-17,1.173426826670072
2022-11-18,1.1800481327348606
2022-11-21,1.1733317288878644
2022-11-22,1.193964814287515
2022-11-23,1.2015323602907588
2022-11-25,1.1983088792956422
2022-11-28,1.1742779541492816
2022-11-29,1.176736054980624
2022-11-30,1.219322017988151
2022-12-01,1.2189164816691336
2022-12-02,1.2119249879846692
2022-12-05,1.1843618584620592
2022-12-06,1.1580499126396688
2022-12-07,1.1537128031607362
2022-12-08,1.1664663642803774
2022-12-09,1.1617052115808275
2022-12-12,1.1804748301301835
2022-12-13,1.1953313597130453
2022-12-14,1.185534970271493
2022-12-15,1.1502299839680228
2022-12-16,1.136596756893936
2022-12-19,1.1260139534064668
2022-12-20,1.1257904500198639
2022-12-21,1.1467005973185487
2022-12-22,1.1206896187354938
2022-12-23,1.124508916680815
2022-12-27,1.1158863283504632
2022-12-28,1.1025857385078335
2022-12-29,1.127270201575224
2022-12-30,1.1277963810878913
2023-01-03,1.1321829744350858
2023-01-04,1.1494389044112128
2023-01-05,1.1406730409700652
2023-01-06,1.1713446310171618
2023-01-09,1.177560869109373
2023-01-10,1.1898893172321185
2023-01-11,1.207751146188002
2023-01-12,1.220319252644953
2023-01-13,1.2229334879390918
2023-01-17,1.2199963235455946
2023-01-18,1.2037223481450066
2023-01-19,1.1891786482092797
2023-01-20,1.212151924943606
2023-01-23,1.2418947442571717
2023-01-24,1.2427534961475217
2023-01-25,1.2416993438131445
2023-01-26,1.260607790298896
2023-01-27,1.2676800017564707
2023-01-30,1.2441878006764733
2023-01-31,1.2651487721640433
2023-02-01,1.284840601052815
2023-02-02,1.323242127400452
2023-02-03,1.3123170887490487
2023-02-06,1.3044988728234794
2023-02-07,1.3248557643088403
2023-02-08,1.3069850887909351
2023-02-09,1.2923784664311144
2023-02-10,1.2887199513899585
2023-02-13,1.3090558257121152
2023-02-14,1.312965363982711
2023-02-15,1.3189373438861798
2023-02-16,1.305866112700482
2023-02-17,1.2977026050372271
2023-02-21,1.2636722140356806
2023-02-22,1.2585543797146943
2023-02-23,1.2713553672648148
2023-02-24,1.261898680777144
2023-02-27,1.2668554472663434
2023-02-28,1.2661013030694268
2023-03-01,1.2647534110761223
2023-03-02,1.2769775095518472
2023-03-03,1.3072289993972988
2023-03-06,1.3062066468223594
2023-03-07,1.2821820584902306
2023-03-08,1.290741624755462
2023-03-09,1.2628445744862422
2023-03-10,1.2430682383008866
2023-03-13,1.2296513713133808
2023-03-14,1.25600441370608
2023-03-15,1.2409821766019393
2023-03-16,1.2722763040308935
2023-03-17,1.2506985724419017
2023-03-20,1.2573075005098038
2023-03-21,1.2823316926638595
2023-03-22,1.2627978591134628
2023-03-23,1.2696532288969917
2023-03-24,1.268906719685832
2023-03-27,1.2750216455013552
2023-03-28,1.2715390060010487
2023-03-29,1.2980739931996366
2023-03-30,1.3052470589680756
2023-03-31,1.327062178427414
2023-04-03,1.3282041784336756
2023-04-04,1.313365992956877
2023-04-05,1.3031812005899097
2023-04-06,1.3060577321402236
2023-04-10,1.3124201960564539
2023-04-11,1.3129640574759225
2023-04-12,1.3042377669725633
2023-04-13,1.3162795352035197
2023-04-14,1.326825918301968
2023-04-17,1.3314630766942668
2023-04-18,1.3358729477094229
2023-04-19,1.3288586975519943
2023-04-20,1.3170330397427017
2023-04-21,1.314542511901514
2023-04-24,1.317633262574923
2023-04-25,1.28333789245028
2023-04-26,1.2795717073251396
2023-04-27,1.3072484447315378
2023-04-28,1.3237340316265254
2023-05-01,1.3277553239256987
2023-05-02,1.3076627172534132
2023-05-03,1.2980347747255392
2023-05-04,1.2788249603781685
2023-05-05,1.3070115623424536
2023-05-08,1.309156421391003
2023-05-09,1.2991929957858146
2023-05-10,1.3021387376787146
2023-05-11,1.296921533203014
2023-05-12,1.2907708460512035
2023-05-15,1.3037941419286798
2023-05-16,1.2939566146260886
2023-05-17,1.3202695715773578
2023-05-18,1.3395109151293327
2023-05-19,1.3360044477231017
2023-05-22,1.3380141865104744
2023-05-23,1.3273804673772618
2023-05-24,1.3121095974973385
2023-05-25,1.3449313487828236
2023-05-26,1.3804598645139934
2023-05-30,1.3896067928519664
2023-05-31,1.3739094193226793
2023-06-01,1.389018521907163
2023-06-02,1.4137936826828388
2023-06-05,1.4037003676047815
2023-06-06,1.4185903754906806
2023-06-07,1.422648774803238
2023-06-08,1.4288913548947741
2023-06-09,1.4350190250681167
2023-06-12,1.4594832781656586
2023-06-13,1.476586346479495
2023-06-14,1.4879699025092699
2023-06-15,1.5082358452569888
2023-06-16,1.501743941475181
2023-06-20,1.485924290308925
2023-06-21,1.4662225303257812
2023-06-22,1.4609806725132028
2023-06-23,1.445797277672755
2023-06-26,1.4427930635743744
2023-06-27,1.465168184957652
2023-06-28,1.4660735750667062
2023-06-29,1.4759531536856485
2023-06-30,1.4939394175829737
2023-07-03,1.5004270609719994
2023-07-05,1.4927627935521428
2023-07-06,1.4750808546085097
2023-07-07,1.4782073426045605
2023-07-10,1.4850067345693672
2023-07-11,1.500135262856127
2023-07-12,1.5163480978908426
2023-07-13,1.5334553032154465
2023-07-14,1.5201595962171068
2023-07-17,1.5272390508859721
2023-07-18,1.550560477087941
2023-07-19,1.5551480464542424
2023-07-20,1.5416037006332626
2023-07-21,1.5391548368550791
2023-07-24,1.5501955493805268
2023-07-25,1.5540268381240057
2023-07-26,1.553004663230951
2023-07-27,1.5567837125948967
2023-07-28,1.5682168685195534
2023-07-31,1.5696808938320974
2023-08-01,1.5771434058576232
2023-08-02,1.5467798853387462
2023-08-03,1.5395392402560808
2023-08-04,1.53312378233025
2023-08-07,1.5475219754355138
2023-08-08,1.5343581242752822
2023-08-09,1.5117770354422042
2023-08-10,1.5058517497474633
2023-08-11,1.5019872706706572
2023-08-14,1.5138313629670632
2023-08-15,1.4917492336086373
2023-08-16,1.4741401084883345
2023-08-17,1.467477509297831
2023-08-18,1.4673384344251454
2023-08-21,1.4807342792062483
2023-08-22,1.4672459040477552
2023-08-23,1.4904974373870656
2023-08-24,1.4664233840579917
2023-08-25,1.4744293871999248
2023-08-28,1.488483564509525
2023-08-29,1.5163328646915533
2023-08-30,1.5190599865658954
2023-08-31,1.5233474656524943
2023-09-01,1.5265294902559545
2023-09-05,1.5222292569594333
2023-09-06,1.5108034534830446
2023-09-07,1.4991627284915972
2023-09-08,1.5047706055213799
2023-09-11,1.5126323107323933
2023-09-12,1.5043183788444252
2023-09-13,1.5116034114136272
2023-09-14,1.5307686515884928
2023-09-15,1.5145787216483613
2023-09-18,1.512342222103133
2023-09-19,1.5077590252295998
2023-09-20,1.4846565122515232
2023-09-21,1.4585259444105458
2023-09-22,1.4559064383054898
2023-09-25,1.463924797684733
2023-09-26,1.440999900044569
2023-09-27,1.445522522312057
2023-09-28,1.4649887818298568
2023-09-29,1.4593666399213259
2023-10-02,1.4597392705791492
2023-10-03,1.434006388738843
2023-10-04,1.442149944529251
2023-10-05,1.4420075549829476
2023-10-06,1.4644973508385684
2023-10-09,1.4692408597781534
2023-10-10,1.4786225830657642
2023-10-11,1.4844594159811297
2023-10-12,1.4768291156622149
2023-10-13,1.459573772608365
2023-10-16,1.4759034345210447
2023-10-17,1.4785473367642468
2023-10-18,1.4502817090802376
2023-10-19,1.4371014300017517
2023-10-20,1.4192771911938087
2023-10-23,1.414533410046896
2023-10-24,1.42504158107934
2023-10-25,1.3994910227470627
2023-10-26,1.3792192006314874
2023-10-27,1.3659988893097421
2023-10-30,1.3853777700162144
2023-10-31,1.3914519017735507
2023-11-01,1.4090353181558104
2023-11-02,1.438738107343993
2023-11-03,1.4654296537500417
2023-11-06,1.4667082701309078
2023-11-07,1.4678189962305803
2023-11-08,1.4708011834975203
2023-11-09,1.4579714944694475
2023-11-10,1.485883400183196
2023-11-13,1.4828861904076365
2023-11-14,1.5245775452391153
2023-11-15,1.531490275069747
2023-11-16,1.529720617135425
2023-11-17,1.5393370489668796
2023-11-20,1.5516605529085208
2023-11-21,1.5368395857139354
2023-11-22,1.5399756265872389
2023-11-24,1.5412363410260836
2023-11-27,1.5359493766554615
2023-11-28,1.536734102738727
2023-11-29,1.5519624325994705
2023-11-30,1.5510475661688201
2023-12-01,1.5631732352350547
2023-12-04,1.5546398216181179
2023-12-05,1.5502423558132064
2023-12-06,1.5406079335001739
2023-12-07,1.563209561704429
2023-12-08,1.579193922369851
2023-12-11,1.5897922090812013
2023-12-12,1.5906892612521002
2023-12-13,1.6124763842844831
2023-12-14,1.648034304659889
2023-12-15,1.6581075883073746
2023-12-18,1.6622491376768738
2023-12-19,1.6768807808707344
2023-12-20,1.6529581138001004
2023-12-21,1.675543814997191
2023-12-22,1.6786826335975036
2023-12-26,1.692063482936251
2023-12-27,1.6944306056786471
2023-12-28,1.6957117053106594
2023-12-29,1.6882530704912624
2024-01-02,1.67095609645716
2024-01-03,1.6493470709308895
2024-01-04,1.6481551305371427
2024-01-05,1.6603901566427433
2024-01-08,1.6869834032856352
2024-01-09,1.6831496462669149
2024-01-10,1.6903249082873841
2024-01-11,1.687519703602887
2024-01-12,1.6879296471308771
2024-01-16,1.681839596731177
2024-01-17,1.6656620129434947
2024-01-18,1.6833434907487788
2024-01-19,1.71847146771132
2024-01-22,1.7250271719543075
2024-01-23,1.7323438770899302
2024-01-24,1.7379296016824948
2024-01-25,1.755117449314532
2024-01-26,1.7376339403979317
2024-01-29,1.7471871206805631
2024-01-30,1.7511391375426182
2024-01-31,1.7232301067795908
2024-02-01,1.7355399985645343
2024-02-02,1.7646078089528825
2024-02-05,1.7583144325110844
2024-02-06,1.7658132740232797
2024-02-07,1.7883429163012312
2024-02-08,1.7885116066151692
2024-02-09,1.796004607603663
2024-02-12,1.8059541615127956
2024-02-13,1.7734051193764107
2024-02-14,1.7914865211119335
2024-02-15,1.804641960494975
2024-02-16,1.7930316171205014
2024-02-20,1.7824223938934445
2024-02-21,1.7812603918544017
2024-02-22,1.8175249155992936
2024-02-23,1.8213509110469543
2024-02-26,1.813001167021747
2024-02-27,1.8187663095427584
2024-02-28,1.8184492738267966
2024-02-29,1.8347788768436322
2024-03-01,1.8531246119487792
2024-03-04,1.8713907386961224
2024-03-05,1.8455397140048448
2024-03-06,1.8538425261127582
2024-03-07,1.8815882724592397
2024-03-08,1.8617294015460442
2024-03-11,1.8608522967481846
2024-03-12,1.8889219102008816
2024-03-13,1.8870395316539448
2024-03-14,1.8753801925240026
2024-03-15,1.870195994128199
2024-03-18,1.8853749958431578
2024-03-19,1.894505589463743
2024-03-20,1.926556147149153
2024-03-21,1.9498401825716118
2024-03-22,1.9450471450416293
2024-03-25,1.9343293288313106
2024-03-26,1.920050615162455
2024-03-27,1.946286395978694
2024-03-28,1.9510539853931423
2024-04-01,1.9534244683675444
2024-04-02,1.9427304852670664
2024-04-03,1.9581717046693548
2024-04-04,1.9274047557205007
2024-04-05,1.9507562791034563
2024-04-08,1.9492913876529305
2024-04-09,1.9556874652210103
2024-04-10,1.929908364692643
2024-04-11,1.9455825045516721
2024-04-12,1.903827329874098
2024-04-15,1.890093745521071
2024-04-16,1.8837200334458604
2024-04-17,1.8714822312402297
2024-04-18,1.867296632545326
2024-04-19,1.84662013165288
2024-04-22,1.8767903412509013
2024-04-23,1.912025725641324
2024-04-24,1.911132763116019
2024-04-25,1.8977518648323317
2024-04-26,1.9155892545731257
2024-04-29,1.91473891993585
2024-04-30,1.874994804390648
2024-05-01,1.8673335823341186
2024-05-02,1.8934717028496326
2024-05-03,1.9163193887197736
2024-05-06,1.9403151387081639
2024-05-07,1.9398309024072162
2024-05-08,1.9428456029074512
2024-05-09,1.9512207375969237
2024-05-10,1.9532636050664076
2024-05-13,1.9600750057426823
2024-05-14,1.9798724652825777
2024-05-15,2.0068347975419907
2024-05-16,2.001282838701013
2024-05-17,2.002525530067433
2024-05-20,2.000049477715594
2024-05-21,2.0063859649116527
2024-05-22,1.9976349375579143
2024-05-23,1.9872135004099132
2024-05-24,2.008538328889362
2024-05-28,2.0099937596050723
2024-05-29,1.986467726614766
2024-05-30,1.9746761134409232
2024-05-31,1.9923907133507257
2024-06-03,1.9969886573161688
2024-06-04,1.991364845867369
2024-06-05,2.0206505032525053
2024-06-06,2.016051919786855
2024-06-07,2.021643326960797
2024-06-10,2.033111260018451
2024-06-11,2.0286870261973142
2024-06-12,2.05885035521918
2024-06-13,2.0632298574970953
2024-06-14,2.061594210360446
2024-06-17,2.0901405275931344
2024-06-18,2.09778801767953
2024-06-20,2.090706576723556
2024-06-21,2.0752696205986987
2024-06-24,2.06867041797607
